question,language,slug,topic,strategy,answer_relevancy,faithfulness,context_precision,context_recall,qid
What is the highest peak in the Western Ghats and its elevation?,en,western_ghats,Western Ghats,fixed,0.7530335187911987,1.0,0.67,1.0,118
What is the highest peak in the Western Ghats and its elevation?,en,western_ghats,Western Ghats,recursive,0.7501003742218018,1.0,0.6667,1.0,118
What is the highest peak in the Western Ghats and its elevation?,en,western_ghats,Western Ghats,semantic,0.7530335187911987,1.0,0.6667,1.0,118
What is the length of the Himalayan mountain range arc?,en,himalayas,Himalayas,fixed,0.8089252710342407,1.0,0.3333333333,1.0,119
What is the length of the Himalayan mountain range arc?,en,himalayas,Himalayas,recursive,0.8001883625984192,1.0,0.6666666667,1.0,119
What is the length of the Himalayan mountain range arc?,en,himalayas,Himalayas,semantic,0.8053348660469055,1.0,0.33,1.0,119
"What is the modern name of the empire’s capital city, and what UNESCO designation does it hold?",en,vijayanagara_empire,Vijayanagara Empire,fixed,0.7275791168212891,1.0,0.67,1.0,122
"What is the modern name of the empire’s capital city, and what UNESCO designation does it hold?",en,vijayanagara_empire,Vijayanagara Empire,recursive,0.6485705971717834,1.0,0.67,1.0,122
"What is the modern name of the empire’s capital city, and what UNESCO designation does it hold?",en,vijayanagara_empire,Vijayanagara Empire,semantic,0.7342462539672852,1.0,0.67,1.0,122
What is the name of the main temple tank within the Meenakshi Temple complex?,en,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.6473127007484436,1.0,0.33,1.0,125
What is the name of the main temple tank within the Meenakshi Temple complex?,en,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.6652494668960571,1.0,0.33,1.0,125
What is the name of the main temple tank within the Meenakshi Temple complex?,en,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.2955024540424347,1.0,0.33,1.0,125
What is the total length of the Kaveri river and how is this length distributed between Karnataka and Tamil Nadu?,en,kaveri_river,Kaveri River,fixed,0.7660952806472778,1.0,0.33,0.67,127
What is the total length of the Kaveri river and how is this length distributed between Karnataka and Tamil Nadu?,en,kaveri_river,Kaveri River,recursive,0.7692060470581055,1.0,0.33,0.67,127
What is the total length of the Kaveri river and how is this length distributed between Karnataka and Tamil Nadu?,en,kaveri_river,Kaveri River,semantic,0.7954188585281372,1.0,0.33,0.67,127
What legislation allowed indefinite detention and triggered protests that culminated in the Jallianwala Bagh massacre?,en,indian_independence_movement,Indian independence movement,fixed,0.3766787052154541,1.0,1.0,1.0,128
What legislation allowed indefinite detention and triggered protests that culminated in the Jallianwala Bagh massacre?,en,indian_independence_movement,Indian independence movement,recursive,0.4336797297000885,1.0,0.67,1.0,128
What legislation allowed indefinite detention and triggered protests that culminated in the Jallianwala Bagh massacre?,en,indian_independence_movement,Indian independence movement,semantic,0.4336797297000885,1.0,0.6667,1.0,128
What national holiday in India commemorates Gandhi's birthday?,en,mahatma_gandhi,Mahatma Gandhi,fixed,0.5656968951225281,1.0,0.67,1.0,130
What national holiday in India commemorates Gandhi's birthday?,en,mahatma_gandhi,Mahatma Gandhi,recursive,0.5656968951225281,1.0,0.6666666667,1.0,130
What national holiday in India commemorates Gandhi's birthday?,en,mahatma_gandhi,Mahatma Gandhi,semantic,0.7678213119506836,1.0,0.33,1.0,130
What percentage of the Solar System's total mass is contributed by the Sun?,en,solar_system,Solar System,fixed,0.8203911781311035,1.0,0.6666666667,1.0,132
What percentage of the Solar System's total mass is contributed by the Sun?,en,solar_system,Solar System,recursive,0.8439279794692993,1.0,1.0,1.0,132
What percentage of the Solar System's total mass is contributed by the Sun?,en,solar_system,Solar System,semantic,0.8203911781311035,1.0,0.67,1.0,132
What political office did M. G. Ramachandran hold from 1977 until his death in 1987?,en,m_g_ramachandran,M. G. Ramachandran,fixed,0.5936460494995117,1.0,0.67,1.0,133
What political office did M. G. Ramachandran hold from 1977 until his death in 1987?,en,m_g_ramachandran,M. G. Ramachandran,recursive,0.5962650775909424,1.0,0.67,1.0,133
What political office did M. G. Ramachandran hold from 1977 until his death in 1987?,en,m_g_ramachandran,M. G. Ramachandran,semantic,0.21124647557735443,1.0,0.0,0.0,133
What proportion of India's land area is drained by the rivers originating in the Western Ghats?,en,western_ghats,Western Ghats,fixed,0.8805919885635376,1.0,0.33,1.0,134
What proportion of India's land area is drained by the rivers originating in the Western Ghats?,en,western_ghats,Western Ghats,recursive,0.23871734738349915,1.0,0.0,0.0,134
What proportion of India's land area is drained by the rivers originating in the Western Ghats?,en,western_ghats,Western Ghats,semantic,0.8777141571044922,1.0,0.33,1.0,134
What purposes do the dams on the Kaveri river serve?,en,kaveri_river,Kaveri River,fixed,0.2520368993282318,1.0,0.33,0.0,136
What purposes do the dams on the Kaveri river serve?,en,kaveri_river,Kaveri River,recursive,0.7603105306625366,1.0,0.33,1.0,136
What purposes do the dams on the Kaveri river serve?,en,kaveri_river,Kaveri River,semantic,0.2520368993282318,1.0,0.0,0.0,136
What river's fertile valley was the heartland of the Chola dynasty?,en,chola_dynasty,Chola dynasty,fixed,0.3288341164588928,1.0,0.33,1.0,138
What river's fertile valley was the heartland of the Chola dynasty?,en,chola_dynasty,Chola dynasty,recursive,0.7897394895553589,1.0,0.33,1.0,138
What river's fertile valley was the heartland of the Chola dynasty?,en,chola_dynasty,Chola dynasty,semantic,0.3288341164588928,1.0,0.33,1.0,138
What social reforms did Bharati advocate for during his lifetime?,en,subramania_bharati,Subramania Bharati,fixed,0.689348578453064,1.0,0.33,1.0,139
What social reforms did Bharati advocate for during his lifetime?,en,subramania_bharati,Subramania Bharati,recursive,0.7097986936569214,1.0,0.67,1.0,139
What social reforms did Bharati advocate for during his lifetime?,en,subramania_bharati,Subramania Bharati,semantic,0.1942465603351593,1.0,1.0,0.0,139
What term describes the specific dance technique and style associated with a guru or school in Bharatanatyam?,en,bharatanatyam,Bharatanatyam,fixed,0.31800609827041626,1.0,0.33,1.0,140
What term describes the specific dance technique and style associated with a guru or school in Bharatanatyam?,en,bharatanatyam,Bharatanatyam,recursive,0.31800609827041626,1.0,0.33,1.0,140
What term describes the specific dance technique and style associated with a guru or school in Bharatanatyam?,en,bharatanatyam,Bharatanatyam,semantic,0.31800609827041626,1.0,0.33,1.0,140
What title was Abdul Kalam popularly known by for his contributions to missile technology?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.46040236949920654,1.0,0.67,1.0,142
What title was Abdul Kalam popularly known by for his contributions to missile technology?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.5834231972694397,1.0,0.67,1.0,142
What title was Abdul Kalam popularly known by for his contributions to missile technology?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.600321352481842,1.0,0.33,1.0,142
What was Chennai's estimated gross domestic product in 2023?,en,chennai,Chennai,fixed,0.8463631868362427,1.0,0.67,1.0,145
What was Chennai's estimated gross domestic product in 2023?,en,chennai,Chennai,recursive,0.84523606300354,1.0,1.0,1.0,145
What was Chennai's estimated gross domestic product in 2023?,en,chennai,Chennai,semantic,0.8463631868362427,1.0,0.67,1.0,145
What was Kalam's father's occupation and religious role in Rameswaram?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.748183012008667,1.0,0.67,1.0,146
What was Kalam's father's occupation and religious role in Rameswaram?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.7534526586532593,1.0,0.33,1.0,146
What was Kalam's father's occupation and religious role in Rameswaram?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.753620982170105,1.0,0.33,1.0,146
"What was Kalam's role in India's first nuclear test, Smiling Buddha, in 1974?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.7783406972885132,1.0,0.33,1.0,147
"What was Kalam's role in India's first nuclear test, Smiling Buddha, in 1974?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.7242153882980347,1.0,0.67,1.0,147
"What was Kalam's role in India's first nuclear test, Smiling Buddha, in 1974?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.7135964632034302,1.0,0.33,1.0,147
What was Tamil Nadu's gross state domestic product in December 2023 and how does it rank among Indian states?,en,tamil_nadu,Tamil Nadu,fixed,0.7968993186950684,1.0,0.67,1.0,148
What was Tamil Nadu's gross state domestic product in December 2023 and how does it rank among Indian states?,en,tamil_nadu,Tamil Nadu,recursive,0.8055711984634399,1.0,0.67,1.0,148
What was Tamil Nadu's gross state domestic product in December 2023 and how does it rank among Indian states?,en,tamil_nadu,Tamil Nadu,semantic,0.8091714382171631,1.0,0.33,1.0,148
What was the approximate diameter of the protoplanetary disc that formed during the Solar System's formation?,en,solar_system,Solar System,fixed,0.6889744997024536,1.0,0.33,1.0,149
What was the approximate diameter of the protoplanetary disc that formed during the Solar System's formation?,en,solar_system,Solar System,recursive,0.6914050579071045,1.0,0.33,1.0,149
What was the approximate diameter of the protoplanetary disc that formed during the Solar System's formation?,en,solar_system,Solar System,semantic,0.6889744997024536,1.0,0.33,1.0,149
What was the name of the 1930 protest in which Gandhi and followers marched 400 km to the sea?,en,mahatma_gandhi,Mahatma Gandhi,fixed,0.5018918514251709,1.0,1.0,1.0,150
What was the name of the 1930 protest in which Gandhi and followers marched 400 km to the sea?,en,mahatma_gandhi,Mahatma Gandhi,recursive,0.4780663251876831,1.0,1.0,1.0,150
What was the name of the 1930 protest in which Gandhi and followers marched 400 km to the sea?,en,mahatma_gandhi,Mahatma Gandhi,semantic,0.4734441041946411,1.0,0.67,1.0,150
What was the name of the first British fortress built in India that is located in Chennai?,en,chennai,Chennai,fixed,0.3632541596889496,1.0,1.0,1.0,151
What was the name of the first British fortress built in India that is located in Chennai?,en,chennai,Chennai,recursive,0.3632541596889496,1.0,0.67,1.0,151
What was the name of the first British fortress built in India that is located in Chennai?,en,chennai,Chennai,semantic,0.3632541596889496,1.0,0.33,1.0,151
"What was the title of his debut Tamil film in 1936, and who directed it?",en,m_g_ramachandran,M. G. Ramachandran,fixed,0.7250620722770691,1.0,0.67,1.0,153
"What was the title of his debut Tamil film in 1936, and who directed it?",en,m_g_ramachandran,M. G. Ramachandran,recursive,0.7204914689064026,1.0,0.67,1.0,153
"What was the title of his debut Tamil film in 1936, and who directed it?",en,m_g_ramachandran,M. G. Ramachandran,semantic,0.7250620722770691,1.0,0.67,1.0,153
When was Mohandas Karamchand Gandhi born?,en,mahatma_gandhi,Mahatma Gandhi,fixed,0.8291663527488708,1.0,0.67,1.0,157
When was Mohandas Karamchand Gandhi born?,en,mahatma_gandhi,Mahatma Gandhi,recursive,0.8291663527488708,1.0,1.0,1.0,157
When was Mohandas Karamchand Gandhi born?,en,mahatma_gandhi,Mahatma Gandhi,semantic,0.2979569435119629,1.0,0.6666666667,1.0,157
When was Subramania Bharati born and when did he die?,en,subramania_bharati,Subramania Bharati,fixed,0.7533605098724365,1.0,0.67,1.0,158
When was Subramania Bharati born and when did he die?,en,subramania_bharati,Subramania Bharati,recursive,0.7533605098724365,1.0,0.67,1.0,158
When was Subramania Bharati born and when did he die?,en,subramania_bharati,Subramania Bharati,semantic,0.7187266945838928,1.0,0.6667,1.0,158
Where is the dwarf planet Ceres located within the Solar System?,en,solar_system,Solar System,fixed,0.6809170842170715,1.0,0.67,1.0,162
Where is the dwarf planet Ceres located within the Solar System?,en,solar_system,Solar System,recursive,0.684881329536438,1.0,0.67,1.0,162
Where is the dwarf planet Ceres located within the Solar System?,en,solar_system,Solar System,semantic,0.6869796514511108,1.0,0.67,1.0,162
Where was C. V. Raman born and on what date?,en,c_v_raman,C. V. Raman,fixed,0.7788814902305603,1.0,0.33,1.0,164
Where was C. V. Raman born and on what date?,en,c_v_raman,C. V. Raman,recursive,0.7788814902305603,1.0,0.67,1.0,164
Where was C. V. Raman born and on what date?,en,c_v_raman,C. V. Raman,semantic,0.7788814902305603,1.0,0.33,1.0,164
Where was M. G. Ramachandran born and what was his family's ethnic background?,en,m_g_ramachandran,M. G. Ramachandran,fixed,0.7712330222129822,1.0,0.67,1.0,166
Where was M. G. Ramachandran born and what was his family's ethnic background?,en,m_g_ramachandran,M. G. Ramachandran,recursive,0.7743452787399292,1.0,0.67,1.0,166
Where was M. G. Ramachandran born and what was his family's ethnic background?,en,m_g_ramachandran,M. G. Ramachandran,semantic,0.7961922883987427,1.0,0.67,0.0,166
Which 1955 film of his was the Tamil film industry's first full‑length Gevacolor film?,en,m_g_ramachandran,M. G. Ramachandran,fixed,0.2812941372394562,1.0,0.33,1.0,167
Which 1955 film of his was the Tamil film industry's first full‑length Gevacolor film?,en,m_g_ramachandran,M. G. Ramachandran,recursive,0.2812941372394562,1.0,0.33,1.0,167
Which 1955 film of his was the Tamil film industry's first full‑length Gevacolor film?,en,m_g_ramachandran,M. G. Ramachandran,semantic,0.2812941372394562,1.0,0.33,1.0,167
Which Indian activist and disciple of Swami Vivekananda did Bharati consider his guru?,en,subramania_bharati,Subramania Bharati,fixed,0.2516356110572815,1.0,0.6667,1.0,168
Which Indian activist and disciple of Swami Vivekananda did Bharati consider his guru?,en,subramania_bharati,Subramania Bharati,recursive,0.2516356110572815,1.0,1.0,1.0,168
Which Indian activist and disciple of Swami Vivekananda did Bharati consider his guru?,en,subramania_bharati,Subramania Bharati,semantic,0.2516356110572815,1.0,0.67,1.0,168
Which Indian holiday commemorates the discovery of the Raman effect?,en,c_v_raman,C. V. Raman,fixed,0.3949401378631592,1.0,0.6667,1.0,169
Which Indian holiday commemorates the discovery of the Raman effect?,en,c_v_raman,C. V. Raman,recursive,0.3949401378631592,1.0,0.67,1.0,169
Which Indian holiday commemorates the discovery of the Raman effect?,en,c_v_raman,C. V. Raman,semantic,0.3949401378631592,1.0,0.6667,1.0,169
Which Indian states does the Western Ghats traverse?,en,western_ghats,Western Ghats,fixed,0.8075551986694336,1.0,0.67,1.0,170
Which Indian states does the Western Ghats traverse?,en,western_ghats,Western Ghats,recursive,0.8075551986694336,1.0,1.0,1.0,170
Which Indian states does the Western Ghats traverse?,en,western_ghats,Western Ghats,semantic,0.8075551986694336,1.0,0.67,1.0,170
"Which Sri Lankan province does Tamil Nadu share an international maritime border with, and at which island?",en,tamil_nadu,Tamil Nadu,fixed,0.7724745273590088,1.0,1.0,1.0,171
"Which Sri Lankan province does Tamil Nadu share an international maritime border with, and at which island?",en,tamil_nadu,Tamil Nadu,recursive,0.7738462090492249,1.0,0.6666666667,1.0,171
"Which Sri Lankan province does Tamil Nadu share an international maritime border with, and at which island?",en,tamil_nadu,Tamil Nadu,semantic,0.7722943425178528,1.0,0.67,1.0,171
Which alternative name for the Cholas is derived from the Tamil word meaning “dig or cleave”?,en,chola_dynasty,Chola dynasty,fixed,0.3232274055480957,1.0,0.33,1.0,172
Which alternative name for the Cholas is derived from the Tamil word meaning “dig or cleave”?,en,chola_dynasty,Chola dynasty,recursive,0.3232274055480957,1.0,0.67,1.0,172
Which alternative name for the Cholas is derived from the Tamil word meaning “dig or cleave”?,en,chola_dynasty,Chola dynasty,semantic,0.3232274055480957,1.0,0.33,1.0,172
Which battle in 1757 marked the East India Company’s rise as a major player in Indian affairs?,en,indian_independence_movement,Indian independence movement,fixed,0.5614004731178284,0.7,0.33,0.5,175
Which battle in 1757 marked the East India Company’s rise as a major player in Indian affairs?,en,indian_independence_movement,Indian independence movement,recursive,0.3767777681350708,1.0,0.3333333333,1.0,175
Which battle in 1757 marked the East India Company’s rise as a major player in Indian affairs?,en,indian_independence_movement,Indian independence movement,semantic,0.5614004731178284,1.0,0.33,1.0,175
Which country did Gandhi move to in 1893 to represent an Indian merchant in a lawsuit?,en,mahatma_gandhi,Mahatma Gandhi,fixed,0.2525041401386261,1.0,0.6667,1.0,178
Which country did Gandhi move to in 1893 to represent an Indian merchant in a lawsuit?,en,mahatma_gandhi,Mahatma Gandhi,recursive,0.2525041401386261,1.0,1.0,1.0,178
Which country did Gandhi move to in 1893 to represent an Indian merchant in a lawsuit?,en,mahatma_gandhi,Mahatma Gandhi,semantic,0.2525041401386261,1.0,1.0,1.0,178
"Which drama troupe did he join during his school days, and what type of roles did he perform overseas?",en,m_g_ramachandran,M. G. Ramachandran,fixed,0.6607494950294495,1.0,0.67,1.0,181
"Which drama troupe did he join during his school days, and what type of roles did he perform overseas?",en,m_g_ramachandran,M. G. Ramachandran,recursive,0.7469491362571716,1.0,0.33,0.5,181
"Which drama troupe did he join during his school days, and what type of roles did he perform overseas?",en,m_g_ramachandran,M. G. Ramachandran,semantic,0.7485260367393494,1.0,0.33,0.0,181
Which empire rebuilt the temple in the 14th century after its destruction by the Delhi Sultanate?,en,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.7384529113769531,1.0,0.33,1.0,183
Which empire rebuilt the temple in the 14th century after its destruction by the Delhi Sultanate?,en,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.821926474571228,1.0,1.0,1.0,183
Which empire rebuilt the temple in the 14th century after its destruction by the Delhi Sultanate?,en,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.7918752431869507,1.0,0.33,1.0,183
Which government department is responsible for managing Meenakshi Temple?,en,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.7651961445808411,1.0,0.3333333333,0.5,186
Which government department is responsible for managing Meenakshi Temple?,en,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.45811837911605835,1.0,0.33,1.0,186
Which government department is responsible for managing Meenakshi Temple?,en,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.45811837911605835,1.0,0.33,1.0,186
"Which institution did Kalam attend to study aerospace engineering, and what challenge did he face there?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.7262363433837891,1.0,0.67,1.0,188
"Which institution did Kalam attend to study aerospace engineering, and what challenge did he face there?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.7415945529937744,1.0,0.67,1.0,188
"Which institution did Kalam attend to study aerospace engineering, and what challenge did he face there?",en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.24670910835266113,1.0,0.33,0.0,188
Which journal did Raman found in 1926?,en,c_v_raman,C. V. Raman,fixed,0.20348341763019562,1.0,0.0,0.0,190
Which journal did Raman found in 1926?,en,c_v_raman,C. V. Raman,recursive,0.3778259754180908,1.0,0.67,1.0,190
Which journal did Raman found in 1926?,en,c_v_raman,C. V. Raman,semantic,0.4055051803588867,1.0,0.33,1.0,190
"Which language is Tamil’s closest major relative, and around which century did they begin diverging?",en,tamil_language,Tamil language,fixed,0.7962597608566284,1.0,0.67,1.0,191
"Which language is Tamil’s closest major relative, and around which century did they begin diverging?",en,tamil_language,Tamil language,recursive,0.7962597608566284,1.0,0.67,1.0,191
"Which language is Tamil’s closest major relative, and around which century did they begin diverging?",en,tamil_language,Tamil language,semantic,0.7962597608566284,1.0,0.33,1.0,191
Which language is most widely spoken by the residents of Chennai?,en,chennai,Chennai,fixed,0.5093305706977844,1.0,0.6667,1.0,192
Which language is most widely spoken by the residents of Chennai?,en,chennai,Chennai,recursive,0.8346726298332214,1.0,0.6666666667,1.0,192
Which language is most widely spoken by the residents of Chennai?,en,chennai,Chennai,semantic,0.8333110213279724,1.0,0.6667,1.0,192
Which language serves as Tamil Nadu's official language and what unique recognition does it hold?,en,tamil_nadu,Tamil Nadu,fixed,0.7535065412521362,1.0,0.67,1.0,193
Which language serves as Tamil Nadu's official language and what unique recognition does it hold?,en,tamil_nadu,Tamil Nadu,recursive,0.7535065412521362,1.0,1.0,1.0,193
Which language serves as Tamil Nadu's official language and what unique recognition does it hold?,en,tamil_nadu,Tamil Nadu,semantic,0.7528613209724426,1.0,1.0,1.0,193
Which major tributary joins the Kaveri at Krishna Raja Sagara?,en,kaveri_river,Kaveri River,fixed,0.7225345373153687,1.0,0.33,1.0,195
Which major tributary joins the Kaveri at Krishna Raja Sagara?,en,kaveri_river,Kaveri River,recursive,0.6839649081230164,1.0,0.6666666667,1.0,195
Which major tributary joins the Kaveri at Krishna Raja Sagara?,en,kaveri_river,Kaveri River,semantic,0.6902202367782593,1.0,0.33,1.0,195
"Which medieval Chola ruler’s successors turned the empire into a military, economic, and cultural powerhouse in South and Southeast Asia?",en,chola_dynasty,Chola dynasty,fixed,0.25200045108795166,1.0,0.33,1.0,196
"Which medieval Chola ruler’s successors turned the empire into a military, economic, and cultural powerhouse in South and Southeast Asia?",en,chola_dynasty,Chola dynasty,recursive,0.25200045108795166,1.0,0.33,1.0,196
"Which medieval Chola ruler’s successors turned the empire into a military, economic, and cultural powerhouse in South and Southeast Asia?",en,chola_dynasty,Chola dynasty,semantic,0.25200045108795166,1.0,0.33,1.0,196
Which modern Indian states were largely encompassed by the Vijayanagara Empire’s territory?,en,vijayanagara_empire,Vijayanagara Empire,fixed,0.4348002076148987,1.0,0.33,0.0,197
Which modern Indian states were largely encompassed by the Vijayanagara Empire’s territory?,en,vijayanagara_empire,Vijayanagara Empire,recursive,0.7511831521987915,1.0,0.33,0.29,197
Which modern Indian states were largely encompassed by the Vijayanagara Empire’s territory?,en,vijayanagara_empire,Vijayanagara Empire,semantic,0.4348002076148987,1.0,0.67,0.29,197
"Which mountain is the highest point of India and the most easterly 8,000‑metre summit?",en,himalayas,Himalayas,fixed,0.3000376224517822,1.0,0.33,1.0,198
"Which mountain is the highest point of India and the most easterly 8,000‑metre summit?",en,himalayas,Himalayas,recursive,0.2086687982082367,1.0,0.0,0.0,198
"Which mountain is the highest point of India and the most easterly 8,000‑metre summit?",en,himalayas,Himalayas,semantic,0.3000376224517822,1.0,0.33,1.0,198
"Which movement, occurring from 1929 to 1931, called for active disobedience to the colonial government?",en,indian_independence_movement,Indian independence movement,fixed,0.7482208609580994,1.0,0.67,1.0,199
"Which movement, occurring from 1929 to 1931, called for active disobedience to the colonial government?",en,indian_independence_movement,Indian independence movement,recursive,0.7482208609580994,1.0,0.6666666667,1.0,199
"Which movement, occurring from 1929 to 1931, called for active disobedience to the colonial government?",en,indian_independence_movement,Indian independence movement,semantic,0.6453909277915955,1.0,1.0,1.0,199
Which municipal corporation administers Chennai and in what year was it incorporated?,en,chennai,Chennai,fixed,0.7324862480163574,1.0,0.67,1.0,200
Which municipal corporation administers Chennai and in what year was it incorporated?,en,chennai,Chennai,recursive,0.7324862480163574,1.0,1.0,1.0,200
Which municipal corporation administers Chennai and in what year was it incorporated?,en,chennai,Chennai,semantic,0.7399541139602661,1.0,1.0,1.0,200
"Which newspapers did Bharati edit while in Pondicherry, and which of his publications were banned in British India in 1909?",en,subramania_bharati,Subramania Bharati,fixed,0.7837557196617126,1.0,0.67,1.0,202
"Which newspapers did Bharati edit while in Pondicherry, and which of his publications were banned in British India in 1909?",en,subramania_bharati,Subramania Bharati,recursive,0.8131296634674072,1.0,0.67,1.0,202
"Which newspapers did Bharati edit while in Pondicherry, and which of his publications were banned in British India in 1909?",en,subramania_bharati,Subramania Bharati,semantic,0.7681592106819153,1.0,0.33,1.0,202
Which organization officially recognizes Bharatanatyam as a classical dance form?,en,bharatanatyam,Bharatanatyam,fixed,0.826115608215332,1.0,0.33,1.0,204
Which organization officially recognizes Bharatanatyam as a classical dance form?,en,bharatanatyam,Bharatanatyam,recursive,0.3500782251358032,1.0,0.33,1.0,204
Which organization officially recognizes Bharatanatyam as a classical dance form?,en,bharatanatyam,Bharatanatyam,semantic,0.3500782251358032,1.0,0.33,1.0,204
Which political party did he found and serve as its first general secretary?,en,m_g_ramachandran,M. G. Ramachandran,fixed,0.6621443033218384,1.0,1.0,1.0,208
Which political party did he found and serve as its first general secretary?,en,m_g_ramachandran,M. G. Ramachandran,recursive,0.6621443033218384,1.0,0.67,1.0,208
Which political party did he found and serve as its first general secretary?,en,m_g_ramachandran,M. G. Ramachandran,semantic,0.32532137632369995,1.0,0.6667,1.0,208
Which quartet is credited with formalizing the basic structure of modern Bharatanatyam?,en,bharatanatyam,Bharatanatyam,fixed,0.5041584968566895,1.0,0.67,1.0,212
Which quartet is credited with formalizing the basic structure of modern Bharatanatyam?,en,bharatanatyam,Bharatanatyam,recursive,0.5041584968566895,1.0,0.33,1.0,212
Which quartet is credited with formalizing the basic structure of modern Bharatanatyam?,en,bharatanatyam,Bharatanatyam,semantic,0.5041584968566895,1.0,0.33,1.0,212
Which region was annexed by the British in 1849 following the Second Anglo‑Sikh War?,en,indian_independence_movement,Indian independence movement,fixed,0.32912927865982056,1.0,0.33,1.0,213
Which region was annexed by the British in 1849 following the Second Anglo‑Sikh War?,en,indian_independence_movement,Indian independence movement,recursive,0.32912927865982056,1.0,0.33,1.0,213
Which region was annexed by the British in 1849 following the Second Anglo‑Sikh War?,en,indian_independence_movement,Indian independence movement,semantic,0.32912927865982056,1.0,0.33,1.0,213
Which script was used for Tamil before the current standardized script was adopted?,en,tamil_language,Tamil language,fixed,0.707442045211792,1.0,0.33,1.0,215
Which script was used for Tamil before the current standardized script was adopted?,en,tamil_language,Tamil language,recursive,0.8510926365852356,1.0,0.67,1.0,215
Which script was used for Tamil before the current standardized script was adopted?,en,tamil_language,Tamil language,semantic,0.8360888957977295,1.0,0.67,1.0,215
Which states and union territory are included in the Kaveri basin's catchment area?,en,kaveri_river,Kaveri River,fixed,0.7598838210105896,1.0,0.67,1.0,217
Which states and union territory are included in the Kaveri basin's catchment area?,en,kaveri_river,Kaveri River,recursive,0.7598838210105896,1.0,0.67,1.0,217
Which states and union territory are included in the Kaveri basin's catchment area?,en,kaveri_river,Kaveri River,semantic,0.7598838210105896,1.0,0.67,1.0,217
Which three Hindu denominations does the temple represent a confluence of?,en,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.4186287522315979,1.0,1.0,1.0,218
Which three Hindu denominations does the temple represent a confluence of?,en,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.4186287522315979,1.0,1.0,1.0,218
Which three Hindu denominations does the temple represent a confluence of?,en,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.7605575323104858,1.0,0.67,1.0,218
"Which title was given to Subramania Bharati in recognition of his poetry, and at what age did he receive it?",en,subramania_bharati,Subramania Bharati,fixed,0.8038973212242126,1.0,0.67,1.0,219
"Which title was given to Subramania Bharati in recognition of his poetry, and at what age did he receive it?",en,subramania_bharati,Subramania Bharati,recursive,0.6441175937652588,1.0,0.67,1.0,219
"Which title was given to Subramania Bharati in recognition of his poetry, and at what age did he receive it?",en,subramania_bharati,Subramania Bharati,semantic,0.6546550393104553,1.0,0.67,1.0,219
Which two deities are the primary focus of the temple's dedication?,en,meenakshi_amman_temple,Meenakshi Amman Temple,fixed,0.6833465099334717,1.0,1.0,1.0,221
Which two deities are the primary focus of the temple's dedication?,en,meenakshi_amman_temple,Meenakshi Amman Temple,recursive,0.6836421489715576,0.9,0.6666666667,0.9,221
Which two deities are the primary focus of the temple's dedication?,en,meenakshi_amman_temple,Meenakshi Amman Temple,semantic,0.6989843249320984,1.0,1.0,1.0,221
Which two major Indian political parties supported Kalam's election as president in 2002?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.7412910461425781,1.0,0.33,1.0,222
Which two major Indian political parties supported Kalam's election as president in 2002?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.4335941672325134,1.0,0.67,1.0,222
Which two major Indian political parties supported Kalam's election as president in 2002?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,semantic,0.775489866733551,1.0,0.33,1.0,222
Which two missile development projects did Kalam direct in the 1970s?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,fixed,0.42684656381607056,1.0,0.33,1.0,223
Which two missile development projects did Kalam direct in the 1970s?,en,a_p_j_abdul_kalam,A. P. J. Abdul Kalam,recursive,0.42684656381607056,1.0,0.6666666667,1.0,223
